Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
96/88  Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,640217,Tin thường,Phòng trọ Quận Bình Thạnh, 15m,2.9
Phố số 49,Tân Quy,7,Hồ Chí Minh,663690,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 25m,6.5
96/88  Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,659010,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 18m,4
Hồng Bàng,9,6,Hồ Chí Minh,627479,Tin thường,Cho thuê căn hộ mini Quận 6, 30m,5
Trần Xuân Soạn,Tân Thuận Tây,7,Hồ Chí Minh,663692,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 50m,12.7
số 23,Tân Phong,7,Hồ Chí Minh,656832,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,7
số 20,5,Gò Vấp,Hồ Chí Minh,663696,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,2.8
Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,657262,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,6.5
,Tân Hưng Thuận,12,Hồ Chí Minh,663694,Tin miễn phí,Cho thuê nhà Quận 12, 120m,8
793/57  Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,663697,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,7.8
,Vĩnh Tuy,Hai Bà Trưng,Hồ Chí Minh,663699,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Hai Bà Trưng, 52m,10
,Nguyễn Cư Trinh,1,Hồ Chí Minh,663701,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 30m,5.4
227  Điện Biên Phủ,15,Bình Thạnh,Hồ Chí Minh,661836,Tin thường,Phòng trọ Quận Bình Thạnh, 40m,1.6
477  Âu Cơ,Phú Trung,Tân Phú,Hồ Chí Minh,642939,Tin thường,Phòng trọ Quận Tân Phú, 40m,1.5
32/35  Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Hồ Chí Minh,663671,Tin miễn phí,Phòng trọ Quận Cầu Giấy, 22m,3
Nguyễn Thái Sơn,5,Gò Vấp,Hồ Chí Minh,663707,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.8
Nguyễn Hữu Cảnh,22,Bình Thạnh,Hồ Chí Minh,660044,Tin thường,Cho thuê căn hộ mini Quận Bình Thạnh, 32m,5.5
42/ Đồng Xoài  Đồng Xoài,13,Tân Bình,Hồ Chí Minh,588128,Tin miễn phí,Phòng trọ Quận Tân Bình, 16m,3
Bờ Bao Tân Thắng,Sơn Kỳ,Tân Phú,Hồ Chí Minh,658626,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.8
Kinh Dương Vương,13,6,Hồ Chí Minh,661731,Tin thường,Phòng trọ Quận 6, 28m,3.6
Lê Văn Quới,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,650229,Tin thường,Phòng trọ Quận Bình Tân, 30m,4
Pasteur,Võ Thị Sáu,3,Hồ Chí Minh,660389,Tin miễn phí,Tìm người ở ghép Quận 3, 25m,2.7
,Phước Mỹ,Sơn Trà,Hồ Chí Minh,663652,Tin thường,Phòng trọ Quận Sơn Trà, 20m,2.5
số 9,9,Gò Vấp,Hồ Chí Minh,663653,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3
,Trung Hòa,Cầu Giấy,Hồ Chí Minh,648686,Tin thường,Phòng trọ Quận Cầu Giấy, 25m,1.5
Phạm Văn Đồng,1,Gò Vấp,Hồ Chí Minh,609257,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Ung Văn Khiêm,25,Bình Thạnh,Hồ Chí Minh,663666,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,5.5
24/53  Lê Thị Hồng,17,Gò Vấp,Hồ Chí Minh,638422,Tin thường,Phòng trọ Quận Gò Vấp, 18m,2.4
Phố Lê Trọng Tấn,Tây Thạnh,Tân Phú,Hồ Chí Minh,662963,Tin thường,Phòng trọ Quận Tân Phú, 25m,3.5
300/41/14  Nguyễn Thái Sơn,4,Gò Vấp,Hồ Chí Minh,663665,Tin thường,Phòng trọ Quận Gò Vấp, 28m,3.7
C1,13,Tân Bình,Hồ Chí Minh,663664,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 50m,8.3
146/59/18/139  Vũ Tùng,2,Bình Thạnh,Hồ Chí Minh,651415,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,5.8
436B/108  số 3/2,12,10,Hồ Chí Minh,663667,Tin thường,Phòng trọ Quận 10, 45m,2
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,632924,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
số 17A,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,652329,Tin thường,Cho thuê căn hộ mini Quận Bình Tân, 20m,5.5
,3,Phú Nhuận,Hồ Chí Minh,649510,Tin thường,Phòng trọ Quận Phú Nhuận, 22m,2.7
Cửu Long,2,Tân Bình,Hồ Chí Minh,663668,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 35m,5.5
57  Tô Hiến Thành,Phúc La,Hà Đông,Hồ Chí Minh,284807,Tin thường,Phòng trọ Quận Hà Đông, 12m,0.8
,14,10,Hồ Chí Minh,649813,Tin thường,Phòng trọ Quận 10, 20m,4.7
Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,657247,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,7.5
Trần Trọng Cung,Tân Thuận Đông,7,Hồ Chí Minh,655945,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 50m,8
,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,663654,Tin miễn phí,Phòng trọ Quận Tân Phú, 25m,4.6
Ung Văn Khiêm,25,Bình Thạnh,Hồ Chí Minh,631945,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 28m,4.3
,Bến Thành,1,Hồ Chí Minh,663655,Tin miễn phí,Tìm người ở ghép Quận 1, 39m,1.8
Phố Trần Điền,Định Công,Hoàng Mai,Hồ Chí Minh,660270,Tin miễn phí,Cho thuê mặt bằng Quận Hoàng Mai, 35m,10
,Nghĩa Tân,Cầu Giấy,Hồ Chí Minh,648506,Tin miễn phí,Phòng trọ Quận Cầu Giấy, 20m,3.5
1372  Lê Đức Thọ,13,Gò Vấp,Hồ Chí Minh,663656,Tin miễn phí,Phòng trọ Quận Gò Vấp, 20m,1.5
,26,Bình Thạnh,Hồ Chí Minh,662976,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 18m,3
số 42,Tân Quy,7,Hồ Chí Minh,663658,Tin miễn phí,Phòng trọ Quận 7, 30m,5.2
413/56/8/25  Lê Văn Quới,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,309164,Tin thường,Phòng trọ Quận Bình Tân, 21m,2.2
,13,10,Hồ Chí Minh,663660,Tin thường,Phòng trọ Quận 10, 25m,5
Đình Phong Phú,Tăng Nhơn Phú B,9,Hồ Chí Minh,642816,Tin thường,Phòng trọ Quận 9, 35m,4.5
307  Lê Văn Lương,Tân Quy,7,Hồ Chí Minh,663661,Tin miễn phí,Phòng trọ Quận 7, 30m,3
704/10/14  Tô Ký,Tân Chánh Hiệp,12,Hồ Chí Minh,275401,Tin miễn phí,Phòng trọ Quận 12, 20m,1.5
,5,3,Hồ Chí Minh,663673,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3, 30m,5.8
85/19C  số 30,Cát Lái,2,Hồ Chí Minh,663674,Tin thường,Phòng trọ Quận 2, 30m,4.2
Lê Lợi,4,Gò Vấp,Hồ Chí Minh,626142,Tin thường,Phòng trọ Quận Gò Vấp, 125m,1.5
114  Bùi Quang Là,12,Gò Vấp,Hồ Chí Minh,663675,Tin miễn phí,Phòng trọ Quận Gò Vấp, 20m,3.4
55-55A  số 18,Thạnh Mỹ Lợi,2,Hồ Chí Minh,617317,Tin thường,Phòng trọ Quận 2, 22m,3.5
,11,Gò Vấp,Hồ Chí Minh,637115,Tin thường,Phòng trọ Quận Gò Vấp, 20m,3.2
Phan Văn Trị,10,Gò Vấp,Hồ Chí Minh,662851,Tin thường,Phòng trọ Quận Gò Vấp, 35m,2.2
5  Nguyễn Bá Tòng,Tân Thành,Tân Phú,Hồ Chí Minh,178722,Tin thường,Phòng trọ Quận Tân Phú, 15m,2.6
18  Nguyễn Cư Trinh,Nguyễn Cư Trinh,1,Hồ Chí Minh,626559,Tin thường,Phòng trọ Quận 1, 25m,4
Đinh Bộ Lĩnh,26,Bình Thạnh,Hồ Chí Minh,596131,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,2.8
9/48  Võ Trường Toản,2,Bình Thạnh,Hồ Chí Minh,663677,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,6.3
343  Tô Hiến Thành,12,10,Hồ Chí Minh,663129,Tin thường,Phòng trọ Quận 10, 30m,1.599
44  số 4,Tân Phong,7,Hồ Chí Minh,663678,Tin miễn phí,Phòng trọ Quận 7, 27m,5
69/38  Nguyễn Gia Trí,25,Bình Thạnh,Hồ Chí Minh,662429,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.4
7  Thới An 10,Thới An,12,Hồ Chí Minh,663587,Tin thường,Cho thuê căn hộ dịch vụ Quận 12, 25m,3.9
số 28,6,Gò Vấp,Hồ Chí Minh,663734,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3.6
101  Nguyễn Văn Đậu,5,Bình Thạnh,Hồ Chí Minh,663736,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6.4
306  Lê Quang Định,11,Bình Thạnh,Hồ Chí Minh,663735,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,5.7
Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,661014,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 45m,7.3
Ông Ích Khiêm,14,11,Hồ Chí Minh,663739,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 11, 35m,5.5
Hoàng Văn Thụ,4,Tân Bình,Hồ Chí Minh,663740,Tin thường,Phòng trọ Quận Tân Bình, 35m,4.5
Trường Chinh,13,Tân Bình,Hồ Chí Minh,622911,Tin thường,Phòng trọ Quận Tân Bình, 35m,4.3
,1,Phú Nhuận,Hồ Chí Minh,634963,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,5.7
Nguyễn Văn Đậu,11,Bình Thạnh,Hồ Chí Minh,659945,Tin thường,Cho thuê căn hộ Quận Bình Thạnh, 45m,6
Hậu Giang,9,6,Hồ Chí Minh,629497,Tin thường,Cho thuê căn hộ dịch vụ Quận 6, 50m,5.4
,14,10,Hồ Chí Minh,621764,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 45m,6.5
,3,Phú Nhuận,Hồ Chí Minh,632978,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 55m,6.7
Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,634960,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,4.3
Lê Văn Sỹ,10,Phú Nhuận,Hồ Chí Minh,652973,Tin thường,Cho thuê căn hộ Quận Phú Nhuận, 55m,7.1
Nguyễn Thái Bình,4,Tân Bình,Hồ Chí Minh,663742,Tin thường,Phòng trọ Quận Tân Bình, 45m,5
Trường Sơn,2,Tân Bình,Hồ Chí Minh,663181,Tin thường,Phòng trọ Quận Tân Bình, 45m,5.5
Cộng Hòa,13,Tân Bình,Hồ Chí Minh,662547,Tin thường,Phòng trọ Quận Tân Bình, 40m,6
Cộng Hòa,13,Tân Bình,Hồ Chí Minh,662546,Tin thường,Phòng trọ Quận Tân Bình, 40m,5.5
132/  Nguyễn Hữu Cảnh,22,Bình Thạnh,Hồ Chí Minh,663714,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 45m,7.8
1035  Lê Đức Thọ,16,Gò Vấp,Hồ Chí Minh,609067,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.3
,10,3,Hồ Chí Minh,662575,Tin thường,Phòng trọ Quận 3, 12m,1.5
61/32  Lưu Nhân Chú,5,Tân Bình,Hồ Chí Minh,663715,Tin thường,Phòng trọ Quận Tân Bình, 28m,5.7
512  Nguyễn Xiển,Long Bình,9,Hồ Chí Minh,663719,Tin miễn phí,Cho thuê căn hộ Quận 9, 97m,15
40  Nguyễn Ngọc Lộc,14,10,Hồ Chí Minh,633766,Tin thường,Phòng trọ Quận 10, 25m,4.5
791  Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,663721,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 35m,9
,13,Phú Nhuận,Hồ Chí Minh,663722,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 40m,6
số 8,11,Gò Vấp,Hồ Chí Minh,663723,Tin miễn phí,Phòng trọ Quận Gò Vấp, 15m,3.5
,8,Gò Vấp,Hồ Chí Minh,663532,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
101  Bắc Hải,15,10,Hồ Chí Minh,659411,Tin thường,Phòng trọ Quận 10, 25m,4.6
Bà Lê Chân,Đa Kao,1,Hồ Chí Minh,663724,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 30m,6.8
Phạm Cự Lượng,2,Tân Bình,Hồ Chí Minh,663729,Tin miễn phí,Phòng trọ Quận Tân Bình, 18m,3
36  Lê Văn Tâm,Khuê Mỹ,Ngũ Hành Sơn,Hồ Chí Minh,585172,Tin thường,Phòng trọ Quận Ngũ Hành Sơn, 30m,3
Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,663728,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 30m,8.5
105/32  Nguyễn Thị Tú,Tây Thạnh,Tân Phú,Hồ Chí Minh,633911,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.6
743/19  Tỉnh Lộ 10,Bình Trị Đông,Bình Tân,Hồ Chí Minh,295795,Tin thường,Phòng trọ Quận Bình Tân, 24m,3.6
743/19  Tỉnh Lộ 10,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,303107,Tin thường,Phòng trọ Quận Bình Tân, 24m,3.2
743/19  Tỉnh Lộ 10,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,307991,Tin thường,Phòng trọ Quận Bình Tân, 24m,3.6
316/18  Tây Thạnh,Tây Thạnh,Tân Phú,Hồ Chí Minh,590421,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.7
743/19  Tỉnh Lộ 10,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,296877,Tin thường,Phòng trọ Quận Bình Tân, 24m,3.6
2b  Bùi Xuân Phái,Tây Thạnh,Tân Phú,Hồ Chí Minh,639262,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.7
D16,Tây Thạnh,Tân Phú,Hồ Chí Minh,640115,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.6
743/19  Tỉnh Lộ 10,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,311396,Tin thường,Phòng trọ Quận Bình Tân, 22m,3.5
Trần Đình Xu,Cô Giang,1,Hồ Chí Minh,663755,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 30m,5.5
237/21  Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,607485,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
số 8,Tân Phong,7,Hồ Chí Minh,663756,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 35m,6
656  Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,308431,Tin thường,Phòng trọ Quận 12, 35m,3
217  Nguyễn Trọng Tuyển,8,Phú Nhuận,Hồ Chí Minh,602133,Tin thường,Phòng trọ Quận Phú Nhuận, 30m,3.6
,Long Bình,9,Hồ Chí Minh,663758,Tin miễn phí,Cho thuê căn hộ Quận 9, 70m,9
42/4  Văn Chung,13,Tân Bình,Hồ Chí Minh,663759,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 25m,5.5
Lũy Bán Bích,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,663761,Tin thường,Phòng trọ Quận Tân Phú, 27m,3.8
Lâm Văn Bền,Tân Kiểng,7,Hồ Chí Minh,663776,Tin thường,Cho thuê căn hộ mini Quận 7, 30m,6
200 Phố Thạch Lam,Phú Thạnh,Tân Phú,Hồ Chí Minh,663762,Tin thường,Phòng trọ Quận Tân Phú, 30m,5.5
Võ Văn Hát,Long Trường,9,Hồ Chí Minh,648566,Tin thường,Phòng trọ Quận 9, 30m,4.6
281 Phố Lý Thường Kiệt,14,10,Hồ Chí Minh,663778,Tin thường,Phòng trọ Quận 10, 40m,6
5/70  Nguyễn Trung Ngạn,Bến Nghé,1,Hồ Chí Minh,663780,Tin thường,Phòng trọ Quận 1, 28m,6
Nguyễn Trãi,Bến Thành,1,Hồ Chí Minh,663782,Tin thường,Phòng trọ Quận 1, 15m,5.2
K874 Phố Tôn Đức Thắng,Hòa Khánh Bắc,Liên Chiểu,Hồ Chí Minh,663784,Tin miễn phí,Cho thuê nhà Quận Liên Chiểu, 52m,4
Thích Minh Nguyệt,2,Tân Bình,Hồ Chí Minh,663746,Tin miễn phí,Phòng trọ Quận Tân Bình, 22m,4.5
457  Nguyễn Cảnh Chân,Cầu Kho,1,Hồ Chí Minh,663785,Tin thường,Phòng trọ Quận 1, 16m,3.5
Sinco,Bình Trị Đông,Bình Tân,Hồ Chí Minh,663793,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,2.8
Nguyễn Ngọc Lộc,14,10,Hồ Chí Minh,663797,Tin thường,Phòng trọ Quận 10, 25m,4.7
86  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,663771,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,5.89
Phố số 59,14,Gò Vấp,Hồ Chí Minh,644565,Tin thường,Phòng trọ Quận Gò Vấp, 16m,3
,13,Tân Bình,Hồ Chí Minh,661141,Tin thường,Cho thuê mặt bằng Quận Tân Bình, 20m,5
Kinh Dương Vương,An Lạc A,Bình Tân,Hồ Chí Minh,645727,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.2
,14,Gò Vấp,Hồ Chí Minh,650785,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Quách Văn Tuấn,12,Tân Bình,Hồ Chí Minh,657520,Tin thường,Phòng trọ Quận Tân Bình, 40m,5
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,632301,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
số 20,Tân Hưng,7,Hồ Chí Minh,663743,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 30m,8.5
105/3  Bình Quới,27,Bình Thạnh,Hồ Chí Minh,273743,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.5
,Tân Quy,7,Hồ Chí Minh,655413,Tin thường,Phòng trọ Quận 7, 30m,4
Thanh Liệt,Xã Tân Triều,Huyện Thanh Trì,Hồ Chí Minh,660799,Tin thường,Phòng trọ Huyện Thanh Trì, 25m,3.8
11  Nguyễn Bỉnh Khiêm,Bến Nghé,1,Hồ Chí Minh,663744,Tin miễn phí,Cho thuê nhà Quận 1, 70m,12
Số 127 Giảng Võ,Cát Linh,Đống Đa,Hồ Chí Minh,663745,Tin miễn phí,Cho thuê mặt bằng Quận Đống Đa, 30m,13
17Q  Lạc Long Quân,5,11,Hồ Chí Minh,287689,Tin thường,Phòng trọ Quận 11, 7m,0.8
1349  Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,629520,Tin thường,Phòng trọ Quận 7, 23m,3.3
26C  Thanh Đa,27,Bình Thạnh,Hồ Chí Minh,296513,Tin thường,Phòng trọ Quận Bình Thạnh, 50m,1.5
790/72/21  Hòa Bình,Hiệp Tân,Tân Phú,Hồ Chí Minh,629790,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.3
Hoàng Sa,Tân Định,1,Hồ Chí Minh,663510,Tin thường,Cho thuê mặt bằng Quận 1, 30m,15
Hoàng Sa,Tân Định,1,Hồ Chí Minh,663506,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 35m,8
,Khuê Trung,Cẩm Lệ,Hồ Chí Minh,650023,Tin miễn phí,Phòng trọ Quận Cẩm Lệ, 22m,4
Nguyễn Gia Trí,25,Bình Thạnh,Hồ Chí Minh,661360,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6.2
,3,Phú Nhuận,Hồ Chí Minh,663315,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 70m,17
,Nguyễn Cư Trinh,1,Hồ Chí Minh,663284,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 60m,13
,17,Gò Vấp,Hồ Chí Minh,654481,Tin thường,Phòng trọ Quận Gò Vấp, 30m,1
,15,Phú Nhuận,Hồ Chí Minh,643362,Tin thường,Phòng trọ Quận Phú Nhuận, 40m,1.6
,Tân Định,1,Hồ Chí Minh,654544,Tin thường,Phòng trọ Quận 1, 40m,1.6
358  Chu Văn An,12,Bình Thạnh,Hồ Chí Minh,646797,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.5
số 67,Tân Quy,7,Hồ Chí Minh,660507,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,8.2
số 3,Tân Kiểng,7,Hồ Chí Minh,656454,Tin thường,Phòng trọ Quận 7, 35m,5.8
Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,659903,Tin thường,Phòng trọ Quận 7, 30m,6.2
75  Nguyễn Thị Nhuần,An Phú Đông,12,Hồ Chí Minh,653218,Tin thường,Phòng trọ Quận 12, 22m,2.6
Nguyễn Văn Quỳ,Phú Thuận,7,Hồ Chí Minh,663769,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 35m,7.1
31/19  Huỳnh Thiên Lộc,Hòa Thạnh,Tân Phú,Hồ Chí Minh,659116,Tin miễn phí,Tìm người ở ghép Quận Tân Phú, 25m,1.6
,11,Gò Vấp,Hồ Chí Minh,663770,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4.3
,13,Tân Bình,Hồ Chí Minh,663772,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.6
Nguyễn Thị Định,Thạnh Mỹ Lợi,2,Hồ Chí Minh,663372,Tin thường,Phòng trọ Quận 2, 25m,2.8
Thạnh Mỹ Lợi,Thạnh Mỹ Lợi,2,Hồ Chí Minh,627784,Tin thường,Phòng trọ Quận 2, 25m,3.5
,Tăng Nhơn Phú B,9,Hồ Chí Minh,665869,Tin VIP 2,Phòng trọ Quận 9, 16m,3.4
Nguyễn Hồng Đào,4,Tân Bình,Hồ Chí Minh,659961,Tin VIP 3,Cho thuê nhà Quận Tân Bình, 35m,9
,3,11,Hồ Chí Minh,666938,Tin miễn phí,Phòng trọ Quận 11, 40m,4.8
,Long Trường,9,Hồ Chí Minh,665324,Tin thường,Phòng trọ Quận 9, 26m,3.8
,An Khê,Thanh Khê,Hồ Chí Minh,665332,Tin VIP 3,Phòng trọ Quận Thanh Khê, 25m,2
,Mỹ An,Ngũ Hành Sơn,Hồ Chí Minh,666082,Tin VIP 3,Cho thuê nhà Quận Ngũ Hành Sơn, 45m,8
134  Lê Minh Xuân,7,Tân Bình,Hồ Chí Minh,275864,Tin VIP 3,Phòng trọ Quận Tân Bình, 20m,2.5
52/3  Cù Lao,2,Phú Nhuận,Hồ Chí Minh,635314,Tin VIP 3,Phòng trọ Quận Phú Nhuận, 15m,2.8
51A ngõ 85  Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Hồ Chí Minh,666364,Tin VIP 3,Phòng trọ Quận Cầu Giấy, 25m,4.3
Redhome Dorm  số 6,Linh Xuân,Thủ Đức,Hồ Chí Minh,632582,Tin VIP 3,Phòng trọ Thủ Đức, 300m,1.65
24/31  Thủ Khoa Huân,Bến Thành,1,Hồ Chí Minh,662295,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 30m,7.5
64  số 8,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666811,Tin thường,Phòng trọ Huyện Bình Chánh, 25m,4.7
Nguyễn Ngọc Phương,19,Bình Thạnh,Hồ Chí Minh,666810,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 70m,23
Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,654196,Tin thường,Phòng trọ Huyện Bình Chánh, 25m,4.2
,Mai Dịch,Cầu Giấy,Hồ Chí Minh,666813,Tin miễn phí,Cho thuê mặt bằng Quận Cầu Giấy, 30m,6
,14,3,Hồ Chí Minh,666814,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 40m,10
,14,Tân Bình,Hồ Chí Minh,666818,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.5
64  số 8,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666815,Tin thường,Phòng trọ Huyện Bình Chánh, 30m,5.5
85  Cách Mạng Tháng Tám,Bến Thành,1,Hồ Chí Minh,665563,Tin miễn phí,Cho thuê mặt bằng Quận 1, 270m,0.35
55  D10,Tây Thạnh,Tân Phú,Hồ Chí Minh,662005,Tin miễn phí,Phòng trọ Quận Tân Phú, 20m,2
92/21/16  Xô Viết Nghệ Tĩnh,21,Bình Thạnh,Hồ Chí Minh,146378,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,2.8
Bạch Đằng,2,Bình Thạnh,Hồ Chí Minh,620995,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,2.8
413/56/8/25  Lê Văn Quới,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,309164,Tin thường,Phòng trọ Quận Bình Tân, 21m,2.2
Nguyễn Xiển,Long Bình,9,Hồ Chí Minh,666827,Tin miễn phí,Cho thuê căn hộ Quận 9, 74m,11
512  Nguyễn Xiển,Long Bình,9,Hồ Chí Minh,664207,Tin miễn phí,Cho thuê căn hộ Quận 9, 70m,9
467  Lê Đức Thọ,16,Gò Vấp,Hồ Chí Minh,666746,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 35m,5
24  Võ Văn Hát,Long Trường,9,Hồ Chí Minh,666832,Tin thường,Phòng trọ Quận 9, 25m,3.5
,Tân Thuận Đông,7,Hồ Chí Minh,666829,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 30m,6
Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Hồ Chí Minh,666824,Tin miễn phí,Phòng trọ Quận Tân Phú, 25m,4.3
481/5  Trường Chinh,14,Tân Bình,Hồ Chí Minh,666831,Tin miễn phí,Phòng trọ Quận Tân Bình, 20m,4.3
Võ Văn Hát,Long Trường,9,Hồ Chí Minh,666793,Tin thường,Phòng trọ Quận 9, 45m,4.6
Tô Ký,Tân Chánh Hiệp,12,Hồ Chí Minh,666839,Tin thường,Phòng trọ Quận 12, 30m,3.7
105/39 Phố số 59,14,Gò Vấp,Hồ Chí Minh,305137,Tin thường,Tìm người ở ghép Quận Gò Vấp, 30m,1.5
Lê Đức Thọ,15,Gò Vấp,Hồ Chí Minh,666840,Tin thường,Phòng trọ Quận Gò Vấp, 40m,4.4
số 147,Phước Long B,9,Hồ Chí Minh,286425,Tin thường,Phòng trọ Quận 9, 20m,2.8
Lũy Bán Bích,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,666740,Tin thường,Cho thuê căn hộ mini Quận Tân Phú, 28m,5
