diachi;phanloai;dientich;gia;goitin;giogiactudo;tulanh;maylanh;Daydunoithat;maygiat;gac;khongchungchu
Đông Nhì, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương - ; None; 40 m; None; Tin miễn phí; 1; 1; 0; 1; 0; 1; 0
Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh - ; None; 27 m; None; Tin thường; 0; 0; 1; 0; 1; 1; 0
45 Đường Lê Văn Huân, Phường 13, Quận Tân Bình, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 1; 1; 0; 0; 1; 1; 1
Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 1; 0; 0; 1; 0; 1; 1
Kênh Nước Đen, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 1; 0; 0; 0; 0; 1; 1
Đường Ba Vân, Phường 14, Quận Tân Bình, Hồ Chí Minh - ; None; 35 m; None; Tin thường; 1; 1; 1; 1; 0; 0; 0
Đường Ngô Bệ, Phường 13, Quận Tân Bình, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 1
13/15 Phố số 36, Phường Tân Quy, Quận 7, Hồ Chí Minh - ; None; 20 m; None; Tin miễn phí; 1; 1; 1; 0; 0; 0; 0
1452/29/18 Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh - ; None; 20 m; None; Tin miễn phí; 0; 1; 1; 0; 1; 1; 1
Đường Thiên Phước, Phường 9, Quận Tân Bình, Hồ Chí Minh - ; None; 24 m; None; Tin thường; 0; 1; 0; 0; 1; 0; 1
772 Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 0; 1; 0; 1; 1; 0; 1
Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, Hồ Chí Minh - ; None; 32 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 0
Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 1; 0; 0; 0; 1; 0; 0
Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh, Hồ Chí Minh - ; None; 32 m; None; Tin miễn phí; 1; 0; 1; 1; 0; 1; 1
Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 22 m; None; Tin miễn phí; 1; 1; 1; 1; 1; 1; 0
Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 0; 1; 1; 0; 0; 0; 0
Tân Hương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 1; 0; 0; 0; 0; 1; 0
35CL, Phường Cát Lái, Quận 2, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 0; 1; 0; 1; 1; 1; 1
Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 0; 1; 0; 0; 0; 1; 0
Lê Quang Định, Phường 7, Quận Bình Thạnh, Hồ Chí Minh - ; None; 35 m; None; Tin miễn phí; 1; 1; 1; 1; 0; 1; 0
Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Hồ Chí Minh - ; None; 20 m; None; Tin thường; 0; 0; 0; 1; 1; 0; 1
35CL, Phường Cát Lái, Quận 2, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 1; 0; 0; 0; 0; 1; 0
Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh - ; None; 22 m; None; Tin miễn phí; 0; 0; 0; 0; 0; 1; 1
328/76/27 Đường Xô Viết Nghệ Tĩnh, Phường 14, Quận Bình Thạnh, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 1; 1; 1; 0; 1; 1; 0
Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội - ; None; 34 m; None; Tin thường; 0; 0; 1; 1; 0; 1; 1
Võ Liêm Sơn, Phường 4, Quận 8, Hồ Chí Minh - ; None; 25 m; None; Tin miễn phí; 0; 0; 0; 1; 1; 0; 0
Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 28 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 0
Đường số 2, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh - ; None; 15 m; None; Tin thường; 1; 1; 0; 0; 0; 0; 1
Thành Thái, Phường 14, Quận 10, Hồ Chí Minh - ; None; 36 m; None; Tin thường; 1; 0; 0; 0; 0; 0; 0
Đường Tú Quỳ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng - ; None; 30 m; None; Tin miễn phí; 1; 1; 0; 1; 0; 1; 0
345 Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh - ; None; 15 m; None; Tin miễn phí; 1; 0; 1; 1; 0; 0; 1
Trần Hưng Đạo, Phường 10, Quận 5, Hồ Chí Minh - ; None; 18 m; None; Tin miễn phí; 0; 1; 1; 1; 1; 0; 0
Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh - ; None; 15 m; None; Tin miễn phí; 1; 1; 1; 1; 0; 1; 0
85/8 Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh - ; None; 57 m; None; Tin thường; 0; 1; 0; 1; 1; 1; 1
158/65 Đường số 9, Phường 9, Quận Gò Vấp, Hồ Chí Minh - ; None; 18 m; None; Tin miễn phí; 0; 1; 1; 0; 0; 0; 1
Cộng Hòa, Phường 15, Quận Tân Bình, Hồ Chí Minh - ; None; 12 m; None; Tin miễn phí; 1; 0; 0; 1; 1; 0; 1
336 Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh - ; None; 16 m; None; Tin miễn phí; 1; 1; 1; 0; 1; 0; 1
778/46/8 Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh - ; None; 16 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 0; 0
Ngõ 220 Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội - ; None; 20 m; None; Tin miễn phí; 0; 1; 0; 1; 1; 1; 1
Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh - ; None; 30 m; None; Tin miễn phí; 1; 1; 0; 0; 1; 0; 1
5 Đường Bến Cát, Phường 7, Quận Tân Bình, Hồ Chí Minh - ; None; 27 m; None; Tin thường; 1; 1; 0; 0; 1; 1; 1
92/21/16 Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 1; 1; 0; 0; 1; 0; 1
Đường Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Hồ Chí Minh - ; None; 30 m; None; Tin miễn phí; 1; 0; 0; 1; 1; 0; 1
136 Tổ 16, Ngõ 36 Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội - ; None; 30 m; None; Tin miễn phí; 0; 1; 1; 1; 1; 0; 1
416/19 Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh - ; None; 15 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
141 Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh - ; None; 28 m; None; Tin miễn phí; 0; 0; 0; 1; 0; 0; 1
Nguyễn Thiện Thuật, Phường 24, Quận Bình Thạnh, Hồ Chí Minh - ; None; 18 m; None; Tin thường; 0; 1; 1; 0; 0; 1; 0
Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 28 m; None; Tin thường; 0; 0; 1; 1; 0; 0; 1
Đường Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 0; 1; 1; 0; 0
Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 1; 0; 1; 0; 1; 0; 1
1/37 Huỳnh Lan Khanh, Phường 2, Quận Tân Bình, Hồ Chí Minh - ; None; 10 m; None; Tin miễn phí; 0; 0; 0; 1; 0; 1; 1
Đường Lã Xuân Oai, Phường Trường Thạnh, Quận 9, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 0; 1; 0; 1; 0
Khuông Việt, Phường 5, Quận 11, Hồ Chí Minh - ; None; 25 m; None; Tin thường; 0; 1; 0; 1; 1; 0; 1
Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Hồ Chí Minh - ; None; 20 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 0
191 Lê Thúc Hoạch, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 25 m; None; Tin miễn phí; 0; 1; 0; 1; 1; 1; 0
132/7 Huỳnh Mẫn Đạt, Phường 3, Quận 5, Hồ Chí Minh - ; None; 36 m; None; Tin thường; 1; 0; 0; 1; 1; 0; 1
Phan Văn Trị, Phường 11, Quận Bình Thạnh, Hồ Chí Minh - ; None; 28 m; None; Tin thường; 1; 0; 1; 0; 1; 0; 0
115/35 Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Hồ Chí Minh - ; None; 22 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 0
23 ngách 332/7/24 Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội - ; None; 20 m; None; Tin thường; 1; 1; 1; 1; 0; 0; 0
Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 0
Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 1; 0
Đường số 1, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 1
Nguyễn Văn Tạo, Xã Hiệp Phước, Huyện Nhà Bè, Hồ Chí Minh - ; None; 120 m; None; Tin miễn phí; 1; 0; 1; 0; 1; 0; 0
Đường số 43, Phường Phú Mỹ, Quận 7, Hồ Chí Minh - ; None; 105 m; None; Tin thường; 0; 0; 0; 1; 1; 0; 0
Đường Lê Niệm, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 0; 1; 1; 0; 1; 1
1, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 68 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 0
75/39 Đường số 48, Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh - ; None; 56 m; None; Tin thường; 1; 1; 0; 1; 0; 1; 0
2/132 Tân Xuân, Xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh - ; None; 98 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 1
285 Đường Bình Tiên, Phường 8, Quận 6, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 0; 1; 1; 1; 0; 0; 1
Hẻm vào quán ăn Tri kỷ, đối diện với thành ủy Thuận An (Đường 3/2) ĐT 747, Phường Lái Thiêu, Huyện Thuận An, Bình Dương - ; None; 30 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 0
Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, Hồ Chí Minh - ; None; 52 m; None; Tin thường; 0; 1; 0; 0; 0; 1; 0
14d Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 0; 0; 1; 0; 0; 0; 1
41/3 Đường Đội Cung, Phường 11, Quận 11, Hồ Chí Minh - ; None; 38 m; None; Tin miễn phí; 0; 0; 0; 0; 1; 1; 1
874/6 Tỉnh lộ 43, Phường Bình Thọ, Quận Thủ Đức, Hồ Chí Minh - ; None; 57 m; None; Tin thường; 1; 1; 1; 0; 0; 0; 1
Lô 3 Đường Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội - ; None; 50 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 1
Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội - ; None; 30 m; None; Tin thường; 0; 0; 0; 0; 1; 0; 0
Đường Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 0; 1; 1; 1; 0
419/33 Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh - ; None; 12 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 0; 1; 0; 1; 0
A4 -17 Phú Xá Phú Xá, Phường Phú Thượng, Quận Tây Hồ, Hà Nội - ; None; 101 m; None; Tin thường; 1; 1; 0; 0; 1; 0; 0
số 90 Đường số 8, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh - ; None; 174 m; None; Tin thường; 1; 0; 1; 0; 0; 0; 1
hẻm 74 Đường số 8, Phường Trường Thạnh, Quận 9, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 0; 0; 1; 0; 0; 0
Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 1; 1; 0; 0; 1; 1; 0
Đường Cao Thắng, Phường 11, Quận 10, Hồ Chí Minh - ; None; 30 m; None; Tin miễn phí; 0; 1; 1; 1; 0; 1; 1
Đường Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 0; 1; 0; 0; 0; 1; 1
Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 1
Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 0; 0; 0; 1; 1; 1; 1
Nguyễn Thị Định, Phường Phú Khương, Thành phố Bến Tre, Bến Tre - ; None; 90 m; None; Tin thường; 1; 0; 1; 0; 0; 0; 1
Trần Tuấn Khải, Phường 5, Quận 5, Hồ Chí Minh - ; None; 36 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 1
379 Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh - ; None; 180 m; None; Tin thường; 1; 0; 1; 0; 0; 1; 1
Đường số 18B, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 36 m; None; Tin miễn phí; 0; 0; 0; 0; 1; 0; 0
7 Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 1; 0; 0; 1; 0; 0; 0
2b hẻm 111 Đường số 339, Phường Phước Long B, Quận 9, Hồ Chí Minh - ; None; 70 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 1; 0
567/162/8 Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh - ; None; 48 m; None; Tin thường; 0; 0; 1; 1; 1; 0; 0
218 Đường Võ Văn Hát, Phường Long Trường, Quận 9, Hồ Chí Minh - ; None; 170 m; None; Tin thường; 0; 1; 1; 0; 0; 1; 0
Nguyễn Ái Quốc, Xã Long Thọ, Huyện Nhơn Trạch, Đồng Nai - ; None; 100 m; None; Tin miễn phí; 1; 1; 1; 1; 0; 0; 0
Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 56 m; None; Tin miễn phí; 0; 1; 1; 0; 1; 1; 1
Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 0; 0; 1; 1; 0; 0
Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 0; 1; 0; 1; 0; 1; 0
Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh - ; None; 30 m; None; Tin miễn phí; 1; 0; 0; 0; 1; 0; 0
Đường Lam Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh - ; None; 280 m; None; Tin thường; 1; 1; 0; 0; 1; 0; 0
Mặt tiền đường Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh - ; None; 240 m; None; Tin thường; 0; 1; 1; 1; 1; 0; 0
Đường số 46, Phường Thảo Điền, Quận 2, Hồ Chí Minh - ; None; 40 m; None; Tin miễn phí; 1; 0; 1; 1; 0; 0; 1
Trần Quang Khải, Phường Đa Kao, Quận 1, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 0; 1; 1; 0; 0; 0; 0
18, Phường 8, Quận Gò Vấp, Hồ Chí Minh - ; None; 35 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 1
54 Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng - ; None; 55 m; None; Tin miễn phí; 1; 0; 0; 0; 0; 1; 1
263C/13 Ba Đình, Phường 8, Quận 8, Hồ Chí Minh - ; None; 28 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 0
Phường 15, Quận 8, Hồ Chí Minh - ; None; 25 m; None; Tin miễn phí; 1; 0; 1; 1; 1; 0; 1
449/ Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh - ; None; 288 m; None; Tin miễn phí; 1; 0; 0; 0; 1; 0; 1
Nguyễn Trãi, Phường 3, Quận 5, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 1; 1; 0; 1; 0; 1; 1
62 Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 0; 1; 0; 0; 1; 1; 1
Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh - ; None; 72 m; None; Tin thường; 1; 1; 1; 1; 1; 0; 1
408 Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng - ; None; 51 m; None; Tin miễn phí; 0; 1; 0; 0; 0; 0; 1
Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 0
160 Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh - ; None; 88 m; None; Tin miễn phí; 0; 1; 0; 0; 0; 1; 1
90 8, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh - ; None; 174 m; None; Tin thường; 1; 0; 0; 1; 1; 0; 1
03 Hoàng Xá, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội - ; None; 50 m; None; Tin thường; 0; 1; 0; 0; 0; 0; 1
số 9 Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 1; 1; 1; 1; 1; 1; 1
Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 0; 0; 1; 1; 0; 0
90 đường số 8, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh - ; None; 174 m; None; Tin thường; 0; 1; 0; 0; 0; 1; 1
265 Đường Võ Văn Kiệt, Phường Cô Giang, Quận 1, Hồ Chí Minh - ; None; 16 m; None; Tin thường; 1; 0; 0; 0; 1; 1; 0
Ấp 4 Đông Thạnh 8, Xã Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 1; 0; 0; 1; 0; 1; 1
508 Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng - ; None; 100 m; None; Tin thường; 1; 1; 0; 1; 1; 0; 0
Phường 11, Quận 3, Hồ Chí Minh - ; None; 30 m; None; Tin thường; 1; 1; 1; 1; 0; 1; 0
432/14/19 Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Hồ Chí Minh - ; None; 20 m; None; Tin thường; 1; 1; 1; 1; 0; 0; 0
Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh - ; None; 220 m; None; Tin thường; 0; 1; 1; 1; 0; 1; 1
Tỉnh lộ 8, Xã Đức Lập Hạ, Huyện Đức Hòa, Long An - ; None; 100 m; None; Tin miễn phí; 0; 1; 0; 0; 0; 1; 1
Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 0
Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng - ; None; 100 m; None; Tin miễn phí; 0; 0; 1; 0; 0; 0; 1
Số 475 Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội - ; None; 42 m; None; Tin miễn phí; 0; 1; 1; 0; 1; 0; 0
Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 136 m; None; Tin thường; 0; 0; 1; 1; 0; 0; 0
Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh - ; None; 185 m; None; Tin thường; 0; 0; 1; 1; 0; 0; 1
Đường số 3, Phường Bình Thọ, Quận Thủ Đức, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 0; 1; 1; 1; 1; 1; 1
Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 0; 0; 0; 0; 1; 0; 0
192/27/39 Phú Định, Phường 16, Quận 8, Hồ Chí Minh - ; None; 43 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 1
160/30E Đường Nguyễn Chí Thanh, Phường 2, Quận 10, Hồ Chí Minh - ; None; 80 m; None; Tin thường; 0; 1; 1; 0; 0; 0; 1
Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 60 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 1
E6/22A Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Hồ Chí Minh - ; None; 34 m; None; Tin miễn phí; 0; 1; 0; 0; 0; 0; 0
Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 0; 0; 1; 1; 0; 0; 0
Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh - ; None; 47 m; None; Tin thường; 1; 0; 0; 1; 1; 1; 1
Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh - ; None; 40 m; None; Tin miễn phí; 0; 1; 0; 0; 0; 0; 1
Xã An Linh, Huyện Phú Giáo, Bình Dương - ; None; 550 m; None; Tin miễn phí; 1; 1; 1; 1; 1; 0; 0
Đường Nguyễn Thiếp, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng - ; None; 80 m; None; Tin miễn phí; 0; 1; 0; 1; 1; 0; 1
Lô 48C Nguyễn Phúc Chu, Phường Hương Long, Thành Phố Huế, Thừa Thiên Huế - ; None; 100 m; None; Tin thường; 0; 0; 0; 1; 1; 1; 1
Tân Vĩnh, Phường 4, Quận 4, Hồ Chí Minh - ; None; 160 m; None; Tin miễn phí; 0; 1; 0; 1; 0; 1; 0
Nguyễn Tất Thành, Phường 12, Quận 4, Hồ Chí Minh - ; None; 56 m; None; Tin thường; 0; 1; 1; 1; 1; 0; 0
Đường Hoàng Việt, Phường 4, Quận Tân Bình, Hồ Chí Minh - ; None; 200 m; None; Tin thường; 0; 0; 0; 0; 1; 0; 1
Đường Hoàng Sa, Phường Tân Định, Quận 1, Hồ Chí Minh - ; None; 75 m; None; Tin thường; 0; 1; 1; 1; 0; 1; 0
Đường Huỳnh Thiên Lộc, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 0; 1; 1; 0; 0; 1; 0
20 Đường số 20, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh - ; None; 70 m; None; Tin thường; 1; 1; 1; 0; 1; 1; 1
Lê Huy Cát, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng - ; None; 100 m; None; Tin thường; 1; 1; 1; 1; 1; 0; 0
Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng - ; None; 100 m; None; Tin thường; 1; 0; 1; 1; 0; 1; 1
6/2 Phố 49, Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh - ; None; 90 m; None; Tin thường; 1; 0; 0; 1; 0; 1; 1
Đường TK11, Phường Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh - ; None; 80 m; None; Tin miễn phí; 0; 0; 1; 1; 0; 0; 1
Xã Đức Thượng, Huyện Hoài Đức, Hà Nội - ; None; 180 m; None; Tin miễn phí; 0; 1; 0; 0; 1; 0; 0
6B Đường Hồ Xuân Hương, Quận 3, Hồ Chí Minh - ; None; 259 m; None; Tin thường; 0; 0; 1; 1; 0; 1; 0
Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh - ; None; 40 m; None; Tin thường; 1; 0; 1; 0; 1; 1; 0
135/17/41 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Hồ Chí Minh - ; None; 68 m; None; Tin thường; 0; 1; 0; 1; 0; 0; 1
63, Ngõ 9 Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội - ; None; 54 m; None; Tin thường; 0; 0; 0; 1; 0; 1; 0
8/13 Nguyễn Thiện Thuật, Thành Phố Nha Trang, Khánh Hòa - ; None; 80 m; None; Tin miễn phí; 0; 1; 1; 0; 0; 1; 0
161B Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh - ; None; 39.1 m; None; Tin miễn phí; 0; 1; 1; 1; 1; 0; 0
Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh - ; None; 150 m; None; Tin thường; 1; 1; 1; 0; 1; 0; 0
Đường Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh - ; None; 125 m; None; Tin thường; 0; 0; 0; 1; 1; 1; 0
Lê Văn Lộc, Phường 9, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu - ; None; 75 m; None; Tin thường; 1; 0; 1; 1; 1; 1; 0
A6/22l Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh - ; None; 55 m; None; Tin thường; 1; 1; 1; 1; 0; 0; 0
Bùi Công Trừng, Xã Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh - ; None; 100 m; None; Tin thường; 0; 0; 1; 0; 1; 0; 1
Ngô Đức Kế, Phường 7, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu - ; None; 100 m; None; Tin thường; 1; 0; 0; 0; 0; 1; 1
Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng - ; None; 70 m; None; Tin thường; 0; 0; 1; 1; 1; 0; 0
